route_id,trip_id,service_id,trip_headsign,direction_id,shape_id
1,AFA25GEN-1038-Sunday-00_056250_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_056550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_057250_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_057350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_058150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_058250_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_058950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_059250_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_059750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_060250_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_060550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_061250_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_061350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_062050_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_062050_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_062750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_062850_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_063350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_063650_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_063950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_064450_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_064550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_065150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_065250_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_065750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_066050_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_066350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_066850_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_066950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_067550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_067600_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_068150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_068300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_068750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_068900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_069350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_069500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_069950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_070100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_070550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_070700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_071150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_071300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_071750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_071900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_072350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_072500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_072950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_073100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_073550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_073700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_074150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_074300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_074750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_074900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_075350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_075500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_075950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_076100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_076550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_076700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_077150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_077300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_077750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_077900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_078350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_078500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_078950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_079100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_079550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_079700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_080150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_080300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_080750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_080900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_081350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_081500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_081950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_082100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_082550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_082700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_083150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_083300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_083750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_083900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_084350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_084500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_084950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_085100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_085550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_085700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_086150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_086300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_086750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_086900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_087350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_087500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_087950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_088100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_088550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_088700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_089150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_089300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_089750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_089900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_090350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_090500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_090950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_091100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_091550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_091700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_092150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_092300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_092750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_092900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_093350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_093500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_093950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_094100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_094550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_094700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_095150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_095300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_095750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_095900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_096350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_096500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_096950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_097100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_097550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_097700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_098150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_098300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_098750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_098900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_099350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_099500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_099950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_100100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_100550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_100700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_101250_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_101300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_101900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_101950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_102500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_102650_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_103100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_103350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_103700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_104050_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_104300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_104750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_104900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_105450_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_105500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_106100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_106150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_106800_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_106950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_107500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_107750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_108200_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_108550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_108900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_109350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_109600_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_110150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_110300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_110950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_111000_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_111700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_111750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_112500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_112550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_113300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_113350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_114100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_114150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_114900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_114950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_115700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_115750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_116500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_116550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_117300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_117350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_118100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_118150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_118900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_118950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_119700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_119750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_120500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_120550_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_121300_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_121350_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_122100_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_122150_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_122900_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_122950_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_123700_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
1,AFA25GEN-1038-Sunday-00_123750_1..S03R,Sunday,South Ferry,1,1..S03R
1,AFA25GEN-1038-Sunday-00_124500_1..N03R,Sunday,Van Cortlandt Park-242 St,0,1..N03R
